County,State,MURDER,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population
Shannon County, MO,0,0,30,28,91,12,0,8297
Daviess County, MO,0,0,6,39,48,9,1,8294
Houston County, TN,0,1,22,35,65,15,1,8292
Atkinson County, GA,1,4,24,72,138,7,0,8290
Conejos County, CO,0,0,3,23,20,7,3,8277
Schoolcraft County, MI,0,1,19,71,143,4,3,8247
Traill County, ND,0,0,2,16,44,3,1,8245
Yoakum County, TX,1,4,0,55,93,8,0,8184
Decatur County, IA,0,0,1,0,2,0,0,8136
Turner County, GA,0,4,38,46,161,19,3,8134
Keith County, NE,0,3,2,15,118,6,0,8130
Richardson County, NE,0,0,4,9,36,1,0,8125
Newton County, AR,0,0,0,12,7,0,0,8064
Kit Carson County, CO,0,0,19,15,84,7,0,8037
Castro County, TX,0,1,7,72,143,10,0,8030
Searcy County, AR,1,0,11,19,14,3,1,8023
Monroe County, IA,0,0,14,33,97,5,1,8012
Wade Hampton Census Area, AK,0,0,0,0,0,0,0,7977
Grant County, KS,0,1,22,41,63,8,2,7950
Thomas County, KS,0,2,10,34,128,13,0,7948
Dallas County, AR,2,7,27,80,144,5,1,7933
Franklin County, MS,1,3,15,49,7,7,0,7931
Wheeler County, GA,0,1,9,23,65,4,0,7909
Anderson County, KS,0,0,17,73,122,10,3,7897
Perry County, TN,0,1,21,33,66,8,1,7869
Doniphan County, KS,0,0,23,46,56,13,2,7851
Kingman County, KS,0,1,14,45,70,7,1,7844
Trousdale County, TN,0,1,29,31,118,5,0,7828
Lake County, OR,0,0,19,7,14,3,0,7820
Quitman County, MS,0,0,0,0,0,0,0,7803
Merrick County, NE,0,0,0,5,52,3,0,7802
Clay County, TN,0,0,14,42,46,10,0,7774
Swisher County, TX,0,2,24,54,66,3,0,7763
Lincoln County, GA,0,4,26,59,152,8,0,7751
Lake County, TN,0,2,23,28,56,4,4,7731
Power County, ID,0,0,10,14,84,6,0,7719
Lemhi County, ID,0,0,10,16,33,1,0,7712
Madison County, MT,0,0,7,4,51,2,3,7712
Tillman County, OK,0,2,24,68,108,5,4,7711
Northwest Arctic Borough, AK,0,12,43,46,126,38,2,7685
Major County, OK,0,0,8,46,120,6,0,7683
Monroe County, AR,1,5,19,57,133,6,2,7682
San Miguel County, CO,0,0,6,8,105,2,0,7678
Ferry County, WA,0,0,11,15,33,1,1,7646
Elliott County, KY,0,0,2,8,6,1,0,7637
Forest County, PA,2,0,27,83,71,4,3,7631
Valley County, MT,0,0,8,9,47,10,0,7630
Alexander County, IL,1,5,119,82,184,12,2,7629
Jefferson County, MS,0,0,21,12,30,0,1,7629
Chariton County, MO,0,0,23,28,50,3,3,7628
Winkler County, TX,0,1,31,17,41,6,0,7606
Dade County, MO,0,0,12,42,19,7,3,7578
Pleasants County, WV,0,0,3,386,16,1,0,7577
Calhoun County, WV,1,1,12,14,27,2,8,7564
Jefferson County, NE,0,0,0,15,31,2,0,7560
Worth County, IA,0,0,8,45,59,9,1,7541
East Carroll Parish, LA,3,3,36,57,68,0,0,7529
Rappahannock County, VA,0,0,3,2,14,0,0,7478
Adair County, IA,0,0,5,28,39,5,1,7472
Pendleton County, WV,0,0,5,36,13,3,1,7471
Goliad County, TX,0,2,5,39,74,3,0,7465
Schuyler County, IL,0,0,7,7,54,1,0,7444
Van Buren County, IA,0,0,15,23,32,6,1,7436
La Salle County, TX,0,1,12,13,29,1,3,7369
Pepin County, WI,0,0,3,28,53,4,1,7360
Lake County, CO,0,1,9,12,52,2,0,7306
Refugio County, TX,0,2,11,22,75,3,1,7305
Grant County, OR,0,0,1,10,40,2,3,7283
Grant County, SD,0,0,0,0,0,0,0,7281
Union County, IN,0,0,0,0,1,0,0,7277
Kane County, UT,0,0,11,26,76,6,1,7260
Lee County, KY,0,1,2,17,37,4,0,7260
Lafayette County, AR,0,0,3,30,32,0,1,7252
Wolfe County, KY,0,0,1,20,19,3,0,7248
Brooks County, TX,1,0,11,44,91,2,4,7237
Presidio County, TX,0,0,1,5,16,2,0,7201
Randolph County, GA,0,2,7,39,71,2,0,7197
Crook County, WY,0,0,3,20,115,8,0,7184
Pembina County, ND,0,0,6,15,37,4,1,7181
Lexington city, VA,0,0,1,37,53,0,0,7170
Weston County, WY,0,0,4,10,76,5,0,7158
Nemaha County, NE,0,0,2,10,23,4,0,7157
Pocahontas County, IA,0,0,8,23,50,1,0,7154
Pierce County, NE,0,0,2,6,28,0,1,7150
Harney County, OR,1,0,3,48,126,5,2,7146
Hutchinson County, SD,0,0,3,8,8,3,0,7145
Ida County, IA,0,0,7,39,50,1,1,7141
King and Queen County, VA,0,0,6,13,9,6,2,7130
Charles City County, VA,0,1,4,2,10,0,0,7130
Bailey County, TX,1,1,7,77,106,6,0,7114
Childress County, TX,0,1,28,36,56,7,0,7095
Fremont County, IA,0,0,0,0,0,0,0,7080
Woodruff County, AR,0,1,0,8,61,1,2,7072
Dallam County, TX,1,1,23,51,120,9,1,7057
Wabaunsee County, KS,0,0,9,13,34,12,9,7051
Bon Homme County, SD,0,0,0,1,1,0,0,7046
Nicholas County, KY,0,1,3,24,21,6,0,7039
Galax city, VA,0,1,25,17,289,6,0,7035
Lac qui Parle County, MN,0,0,1,13,40,3,0,7027
Powell County, MT,1,0,12,6,52,2,0,6993
Henderson County, IL,0,1,37,69,103,0,1,6990
Grand Isle County, VT,0,0,3,32,41,3,0,6987
Southeast Fairbanks Census Area, AK,0,0,0,0,0,0,0,6985
Pawnee County, KS,0,0,17,48,94,6,1,6971
Tucker County, WV,0,0,8,13,29,2,0,6968
Russell County, KS,0,0,22,40,87,13,1,6933
Clark County, MO,0,0,9,16,19,6,0,6910
Thurston County, NE,0,0,0,0,1,0,0,6895
Pershing County, NV,0,1,75,27,43,5,0,6877
Benson County, ND,0,0,0,5,13,5,0,6877
Brown County, IL,0,0,14,14,22,1,2,6860
Fall River County, SD,0,0,6,8,12,5,0,6839
Wallowa County, OR,2,0,0,14,37,0,1,6814
Caribou County, ID,0,0,12,10,23,1,0,6808
Rio Blanco County, CO,0,1,7,15,65,4,0,6807
Clinch County, GA,2,8,26,75,171,2,1,6795
Boise County, ID,0,2,11,33,109,13,1,6795
Cumberland County, KY,0,1,2,32,14,4,0,6789
Gentry County, MO,0,0,0,17,25,4,0,6775
Surry County, VA,1,3,19,30,33,6,1,6765
Cameron Parish, LA,0,0,1,26,90,0,0,6744
Bottineau County, ND,2,0,3,18,44,4,0,6736
Bland County, VA,0,1,0,17,52,0,0,6735
Treutlen County, GA,0,0,4,26,50,0,0,6712
Buena Vista city, VA,0,0,4,3,57,0,0,6680
Hancock County, TN,0,0,17,47,132,8,1,6679
Edwards County, IL,0,0,16,18,39,2,0,6672
Norman County, MN,0,0,0,0,0,0,0,6631
Spink County, SD,0,0,6,7,31,4,3,6610
Blaine County, MT,0,0,18,3,22,2,0,6604
Reynolds County, MO,3,0,21,33,41,6,7,6599
Burt County, NE,0,0,4,11,22,2,0,6574
Wilkin County, MN,0,2,4,30,81,2,0,6557
Kearney County, NE,0,0,5,33,153,5,1,6548
Calhoun County, GA,0,14,31,21,49,7,0,6523
Huerfano County, CO,0,6,17,47,97,11,0,6519
Luce County, MI,0,1,15,24,45,2,0,6502
Beaver County, UT,0,0,11,12,22,3,0,6459
Talbot County, GA,1,3,6,29,76,6,0,6456
Antelope County, NE,2,0,2,4,10,0,0,6456
Sullivan County, MO,0,0,7,29,45,8,0,6448
Jefferson County, OK,0,0,3,17,25,9,0,6432
Greenwood County, KS,1,0,8,31,41,1,0,6424
Moody County, SD,0,0,8,10,73,4,1,6404
Wayne County, IA,0,0,1,6,10,0,0,6402
Ellsworth County, KS,0,0,9,32,64,2,0,6398
Clay County, NE,0,0,0,0,0,0,0,6392
Fulton County, KY,0,4,2,36,104,4,1,6385
Mitchell County, KS,0,0,16,15,45,3,1,6378
Howard County, NE,0,0,0,0,0,0,0,6355
Sullivan County, PA,0,0,18,44,50,4,0,6351
Ontonagon County, MI,0,0,6,22,38,3,1,6322
Garza County, TX,0,0,0,19,35,2,0,6317
Moore County, TN,0,0,4,20,65,4,0,6301
Carter County, MO,0,0,6,11,27,5,1,6291
Menifee County, KY,0,0,1,11,25,5,0,6288
Floyd County, TX,1,1,18,41,67,8,5,6230
Pondera County, MT,0,0,8,1,38,3,0,6211
Essex County, VT,0,0,0,19,28,0,0,6211
Osceola County, IA,0,0,0,3,7,2,0,6211
Saguache County, CO,0,0,15,31,47,6,1,6208
Shelby County, MO,0,0,6,12,23,4,0,6177
Greer County, OK,0,1,7,10,25,4,1,6171
Taylor County, IA,0,0,1,4,15,0,0,6161
Cotton County, OK,0,0,1,8,21,1,0,6152
Stanton County, NE,0,0,1,7,57,1,0,6133
Sherman County, KS,0,1,12,26,83,8,4,6115
Hartley County, TX,0,0,14,32,59,5,1,6100
Teton County, MT,1,0,3,6,45,3,0,6065
Ottawa County, KS,0,1,2,22,77,7,1,6042
Lander County, NV,0,0,31,38,55,11,3,6032
San Saba County, TX,1,0,12,9,41,3,1,6012
Carson County, TX,0,0,3,16,32,6,1,6010
Gray County, KS,0,0,5,26,24,3,0,6009
Ohio County, IN,0,0,0,2,2,0,0,5994
Crosby County, TX,0,1,3,27,17,3,0,5991
Grant County, MN,0,0,2,37,52,7,0,5989
Hamlin County, SD,0,0,3,17,29,2,0,5961
Bedford city, VA,0,3,6,21,183,9,0,5948
Bear Lake County, ID,0,0,4,18,77,1,1,5943
Miller County, GA,0,1,15,27,79,11,1,5932
McHenry County, ND,0,0,2,11,27,6,0,5922
Pulaski County, IL,0,2,15,27,37,1,0,5908
Stark County, IL,0,0,5,24,41,4,1,5907
Wirt County, WV,0,0,31,42,57,11,2,5901
Iron County, WI,0,0,26,21,59,0,0,5886
Haskell County, TX,0,0,11,30,46,4,0,5875
Audubon County, IA,0,0,4,7,15,1,0,5873
Stewart County, GA,0,1,2,16,4,0,0,5868
Coal County, OK,0,0,6,22,49,5,1,5867
Harper County, KS,0,0,9,21,86,8,2,5860
Dixon County, NE,0,0,6,26,58,2,3,5851
Chouteau County, MT,0,0,6,1,18,3,0,5849
Alfalfa County, OK,0,0,7,13,30,2,0,5847
Lincoln County, MN,0,0,6,4,16,0,0,5830
Covington city, VA,1,1,11,26,119,3,4,5818
Stevens County, KS,0,0,2,1,11,1,0,5816
Putnam County, IL,0,0,0,11,45,4,1,5801
Cherry County, NE,0,0,13,6,29,7,0,5788
Wheeler County, TX,0,0,9,14,55,1,2,5751
Morris County, KS,0,0,6,55,56,4,0,5741
Lynn County, TX,0,0,5,29,64,2,1,5723
Hyde County, NC,0,0,0,0,0,0,0,5721
Fillmore County, NE,0,0,0,0,1,0,0,5698
Yukon-Koyukuk Census Area, AK,0,0,0,0,0,0,0,5695
Broadwater County, MT,0,0,14,3,40,1,2,5692
Bent County, CO,0,1,13,37,50,2,0,5688
McCook County, SD,0,0,2,11,25,3,0,5654
Washington County, KS,0,0,1,3,5,1,0,5629
Norton County, KS,0,0,3,16,53,3,0,5622
Gilpin County, CO,0,0,16,28,185,9,0,5601
Day County, SD,0,0,0,0,0,0,0,5596
Emporia city, VA,0,5,24,71,213,15,2,5588
Dewey County, SD,0,0,2,4,1,0,2,5586
Van Buren County, TN,0,0,12,15,89,5,0,5583
Beaver County, OK,0,0,10,25,50,4,0,5566
Warren County, GA,0,1,34,30,60,5,0,5558
Hansford County, TX,0,3,16,20,56,11,1,5555
Phillips County, KS,0,0,10,7,17,1,0,5540
Mahnomen County, MN,0,0,14,36,74,4,0,5532
Walworth County, SD,0,1,7,10,67,6,0,5524
Ransom County, ND,1,0,2,21,35,6,0,5516
Aleutians West Census Area, AK,1,1,10,8,43,10,0,5511
Tripp County, SD,0,0,6,7,14,4,0,5498
Atchison County, MO,0,0,8,15,33,1,1,5449
Lincoln County, CO,0,0,9,12,49,4,0,5430
Gallatin County, IL,0,0,0,0,0,0,0,5415
Boone County, NE,0,0,0,0,0,0,0,5388
Brule County, SD,0,0,8,18,74,8,0,5366
Crowley County, CO,0,0,11,1,1,0,0,5322
Lincoln County, ID,0,1,5,9,3,1,0,5315
Martin County, TX,0,0,8,14,45,2,1,5312
Polk County, NE,0,0,0,11,28,1,2,5275
Sheridan County, NE,0,1,13,17,68,4,4,5251
Dickey County, ND,0,0,1,4,16,0,0,5248
Jim Hogg County, TX,1,0,1,2,4,0,0,5245
Lincoln County, NV,0,0,2,17,49,5,0,5245
Calhoun County, AR,2,0,7,12,26,2,0,5241
Delta County, TX,0,1,7,66,52,10,2,5238
Scott County, IL,0,0,0,9,25,0,1,5222
Craig County, VA,0,0,6,2,9,0,0,5210
Cook County, MN,0,0,2,17,152,4,0,5200
Rooks County, KS,1,0,2,10,21,6,0,5190
Thayer County, NE,0,0,4,27,52,1,0,5189
Johnson County, NE,0,0,3,1,20,2,0,5144
Toole County, MT,0,0,0,14,75,10,1,5138
Big Stone County, MN,0,0,0,13,38,3,0,5122
Pickett County, TN,0,0,3,11,45,7,0,5090
Schley County, GA,0,0,6,16,37,1,0,5089
Garfield County, UT,0,0,0,0,0,0,0,5083
Ringgold County, IA,0,0,3,3,7,0,0,5072
Kingsbury County, SD,0,0,0,0,0,0,0,5065
Calhoun County, IL,0,0,0,0,0,0,0,5059
Scott County, KS,0,0,12,16,60,5,0,5035
Dillingham Census Area, AK,0,1,28,12,55,7,0,5010
Carlisle County, KY,0,0,1,20,28,2,0,5001
Barber County, KS,0,0,13,15,68,13,2,4947
Scotland County, MO,0,0,3,24,57,2,0,4921
Morrill County, NE,0,0,2,6,47,3,0,4908
Tensas Parish, LA,0,0,2,7,16,1,0,4908
Mills County, TX,0,0,1,14,28,1,1,4907
Cameron County, PA,0,2,3,45,52,2,2,4886
Putnam County, MO,0,0,0,8,25,2,0,4875
Furnas County, NE,0,0,0,1,2,0,0,4865
Hot Springs County, WY,0,0,7,14,68,2,1,4847
Dewey County, OK,0,0,6,15,31,6,0,4844
Republic County, KS,0,0,5,11,36,6,0,4820
Washington County, CO,0,0,13,15,57,5,1,4803
Crane County, TX,0,0,8,13,33,1,0,4773
Hamilton County, NY,0,0,1,31,44,4,0,4773
Marshall County, SD,0,0,9,11,24,5,0,4763
Hickman County, KY,0,0,2,11,17,4,0,4745
Sharkey County, MS,0,0,0,0,0,0,0,4708
Mora County, NM,0,0,0,0,0,0,0,4704
Hidalgo County, NM,0,4,15,9,19,3,2,4654
Owsley County, KY,0,0,0,8,21,2,0,4654
Musselshell County, MT,0,0,11,11,74,6,1,4629
Bath County, VA,1,1,0,7,19,0,1,4616
Mineral County, NV,0,0,9,20,32,6,0,4614
Holt County, MO,0,0,6,37,56,5,0,4568
Ouray County, CO,0,0,1,4,24,0,0,4557
Guadalupe County, NM,0,6,25,34,53,8,1,4551
Grant County, OK,0,0,2,22,28,4,0,4528
Florence County, WI,0,0,11,43,61,3,0,4520
Kittson County, MN,0,0,1,6,15,1,0,4503
Kimble County, TX,0,1,7,23,44,2,0,4481
Pierce County, ND,0,0,2,15,57,4,0,4451
Sioux County, ND,0,0,0,0,0,0,0,4430
Nuckolls County, NE,0,0,3,6,15,0,0,4413
Union County, NM,0,2,18,77,42,12,0,4370
Stafford County, KS,0,0,7,27,37,5,1,4359
Schuyler County, MO,0,0,3,6,19,1,1,4358
Phillips County, CO,0,0,1,5,9,1,0,4356
Meade County, KS,0,0,34,5,23,0,0,4343
Deuel County, SD,2,0,0,15,14,4,0,4320
Menominee County, WI,0,0,2,31,25,3,0,4317
Pope County, IL,0,0,0,0,0,0,0,4312
Custer County, CO,0,0,4,13,35,3,1,4285
Mineral County, MT,0,0,1,1,4,0,0,4275
Oneida County, ID,0,0,1,6,19,1,0,4275
Custer County, ID,0,0,0,9,19,1,1,4249
Gregory County, SD,0,0,0,0,0,0,0,4242
Corson County, SD,0,0,1,14,6,4,0,4215
Wells County, ND,0,1,6,22,45,1,4,4206
Valley County, NE,0,0,0,0,0,0,0,4193
Hardin County, IL,0,1,16,1,8,1,0,4181
Phillips County, MT,0,0,7,3,68,6,0,4179
Ellis County, OK,0,0,5,10,26,4,0,4170
LaMoure County, ND,0,1,1,2,6,3,0,4166
Dunn County, ND,0,0,7,10,29,6,0,4162
Hemphill County, TX,0,0,18,16,44,6,0,4158
Haskell County, KS,0,0,10,14,39,5,0,4141
Mason County, TX,0,0,1,7,24,0,0,4128
Tyrrell County, NC,0,2,2,10,45,5,0,4109
Knox County, MO,0,0,2,15,24,0,2,4067
Echols County, GA,0,0,0,20,25,1,0,4057
Red Lake County, MN,0,0,0,0,2,0,0,4057
Concho County, TX,0,0,6,4,1,0,0,4043
Wahkiakum County, WA,0,0,3,7,11,2,0,4042
Edmunds County, SD,0,0,0,0,0,1,0,4041
Columbia County, WA,1,0,4,47,116,2,0,4032
Norton city, VA,0,0,4,10,202,3,0,4017
Hardeman County, TX,0,0,0,48,64,1,0,4016
Sutton County, TX,0,1,2,4,21,4,0,4006
Chase County, NE,0,0,3,5,29,1,0,4000
Storey County, NV,0,2,39,23,55,8,2,3942
Lake of the Woods County, MN,0,0,1,7,8,0,1,3929
Kearny County, KS,0,0,10,17,44,2,0,3923
Lewis County, ID,0,0,2,11,16,5,0,3902
Cavalier County, ND,0,0,0,7,18,1,1,3896
Adams County, IA,0,0,14,11,36,2,0,3894
Lyman County, SD,0,0,0,0,0,0,0,3892
Sargent County, ND,0,0,0,8,13,0,0,3890
Fisher County, TX,0,0,6,34,30,2,0,3856
Adams County, ID,0,0,1,3,13,0,0,3828
Osborne County, KS,0,0,4,23,64,5,0,3818
Harper County, OK,0,0,0,16,7,3,0,3813
Crockett County, TX,0,0,0,0,0,0,0,3807
Knox County, TX,0,0,5,7,25,1,0,3767
Roger Mills County, OK,0,1,4,3,36,2,0,3743
Smith County, KS,0,1,0,2,4,0,0,3706
Kimball County, NE,0,0,3,1,24,1,0,3702
Mercer County, MO,0,0,1,7,12,1,0,3695
Webster County, NE,0,0,1,9,22,3,0,3688
Baca County, CO,0,0,5,2,10,0,0,3682
Sweet Grass County, MT,0,0,3,6,36,9,0,3669
Sheridan County, MT,0,0,15,7,54,6,0,3668
Nance County, NE,0,0,2,10,13,3,0,3623
Baylor County, TX,0,0,6,11,38,2,1,3614
Clark County, SD,0,0,0,3,9,0,0,3610
Catron County, NM,0,1,9,35,32,6,0,3607
Reagan County, TX,0,0,1,9,9,1,0,3601
Kinney County, TX,0,0,0,2,1,0,0,3586
Chautauqua County, KS,0,0,4,19,29,2,1,3552
Donley County, TX,0,0,10,12,18,4,0,3522
Costilla County, CO,0,0,6,8,1,4,0,3518
Harlan County, NE,0,0,0,0,0,0,0,3513
Emmons County, ND,0,0,0,10,18,5,0,3486
Lipscomb County, TX,0,0,0,3,9,0,0,3485
Bennett County, SD,0,0,8,2,15,4,1,3452
Traverse County, MN,0,0,2,8,26,3,1,3445
Hanson County, SD,0,0,1,1,2,0,0,3405
Hand County, SD,0,0,4,3,12,0,0,3391
Shackelford County, TX,1,0,0,8,19,4,1,3375
Upton County, TX,0,0,1,6,10,1,0,3372
Foster County, ND,0,0,0,0,4,2,0,3366
Real County, TX,2,0,1,3,12,2,0,3350
Baker County, GA,0,0,7,7,20,3,0,3341
Hudspeth County, TX,0,0,2,11,18,1,0,3318
Hall County, TX,0,0,5,17,25,5,0,3239
Woodson County, KS,0,0,7,25,39,0,1,3221
Jackson County, SD,0,0,3,5,2,1,0,3216
Bowman County, ND,0,0,0,0,0,0,0,3214
Coke County, TX,0,0,0,7,16,0,0,3210
Schleicher County, TX,0,0,1,9,6,0,0,3206
Rush County, KS,0,0,5,26,28,3,0,3186
Lincoln County, KS,0,0,0,12,26,3,0,3147
Morton County, KS,0,0,6,7,29,2,0,3143
Granite County, MT,0,0,0,3,47,2,0,3138
Sherman County, NE,0,0,0,6,18,0,0,3106
Glascock County, GA,0,0,0,0,0,0,0,3102
Collingsworth County, TX,0,0,0,0,0,0,0,3099
Nelson County, ND,0,0,4,11,11,8,0,3095
Sherman County, TX,0,0,0,4,7,1,0,3093
Aleutians East Borough, AK,0,0,0,0,0,0,0,3092
Franklin County, NE,1,0,0,6,11,0,0,3085
Fallon County, MT,0,0,0,3,22,0,0,3079
Ness County, KS,0,0,5,5,18,5,0,3073
Sierra County, CA,0,0,17,16,37,2,1,3047
Jewell County, KS,0,0,0,0,0,0,0,3046
Clay County, GA,0,0,2,2,0,0,0,3045
Perkins County, SD,0,0,0,2,8,1,0,3037
Douglas County, SD,0,0,0,0,0,0,0,3023
Cochran County, TX,0,0,3,49,63,10,0,3016
Stanley County, SD,0,0,3,18,15,0,0,2981
Trego County, KS,0,0,1,8,27,3,1,2980
Edwards County, KS,0,0,1,12,19,0,0,2945
Decatur County, KS,0,0,6,22,25,1,0,2930
Brown County, NE,0,0,0,11,25,3,0,2926
Perkins County, NE,0,0,0,4,7,0,0,2921
Hitchcock County, NE,0,0,1,18,4,1,0,2872
Harmon County, OK,1,2,6,34,56,3,0,2869
Ziebach County, SD,0,0,1,3,2,1,2,2834
Logan County, KS,0,0,9,8,15,1,0,2798
Gove County, KS,1,0,2,8,11,1,0,2769
McIntosh County, ND,0,0,0,5,3,0,0,2754
Wayne County, UT,0,0,1,3,12,0,1,2747
Aurora County, SD,0,0,0,6,10,1,0,2720
Webster County, GA,0,0,1,23,16,3,0,2719
Frontier County, NE,0,0,0,0,0,0,0,2709
Pawnee County, NE,0,0,0,3,19,2,0,2709
Chase County, KS,0,0,7,40,8,1,1,2700
Cheyenne County, KS,0,0,3,4,31,1,0,2694
Hettinger County, ND,0,1,4,3,7,4,1,2660
Elk County, KS,0,0,0,5,25,4,1,2655
Butte County, ID,0,0,5,0,1,0,0,2642
Hamilton County, KS,0,0,1,3,16,0,0,2609
Renville County, ND,0,0,1,2,18,0,0,2608
Graham County, KS,0,0,3,6,23,3,0,2593
Haines Borough, AK,0,0,4,2,25,1,0,2592
Rawlins County, KS,0,1,2,8,22,4,0,2589
Sheridan County, KS,0,0,1,12,14,0,0,2553
Niobrara County, WY,0,0,3,1,6,1,0,2541
Kiowa County, KS,0,0,1,15,15,4,0,2523
Greeley County, NE,0,0,0,0,0,0,0,2494
McPherson County, SD,0,0,0,0,2,0,0,2457
Kidder County, ND,0,0,0,7,14,2,2,2428
Eddy County, ND,0,0,1,3,15,0,0,2404
Potter County, SD,0,0,2,0,0,1,0,2394
Faulk County, SD,0,0,1,0,2,0,0,2386
Grant County, ND,0,1,3,11,8,3,0,2377
Liberty County, MT,0,0,0,0,0,0,0,2369
Quitman County, GA,0,0,13,18,24,2,0,2367
Sedgwick County, CO,0,0,5,6,13,1,0,2360
Adams County, ND,0,0,0,7,5,0,0,2360
Cimarron County, OK,0,0,0,1,2,0,0,2335
Miner County, SD,0,1,0,6,2,0,0,2333
Sanborn County, SD,0,0,0,0,0,0,0,2324
Towner County, ND,0,0,3,10,26,4,0,2317
Divide County, ND,0,0,0,5,9,3,0,2314
Burke County, ND,0,0,1,6,15,5,0,2306
Griggs County, ND,0,0,3,3,3,0,0,2296
Dickens County, TX,0,0,2,9,4,0,0,2291
Rich County, UT,0,0,5,8,26,1,0,2288
Culberson County, TX,0,1,0,4,3,0,0,2277
Garfield County, WA,0,0,6,16,35,2,1,2256
Jeff Davis County, TX,0,1,1,4,4,0,0,2253
Robertson County, KY,0,0,0,0,0,0,0,2235
Highland County, VA,0,0,1,3,2,0,0,2215
Stanton County, KS,0,0,1,1,1,0,0,2194
Clark County, KS,0,0,3,13,18,1,0,2193
Wichita County, KS,0,0,5,7,23,0,0,2192
Keweenaw County, MI,0,0,2,10,22,2,1,2191
Menard County, TX,0,0,4,2,0,0,1,2148
Wheatland County, MT,0,0,4,1,2,1,1,2134
Oldham County, TX,0,0,2,4,22,0,0,2102
Worth County, MO,0,0,1,15,22,3,0,2090
Mellette County, SD,0,0,2,6,9,2,0,2081
Eureka County, NV,0,0,4,14,13,2,0,2076
Jerauld County, SD,0,0,0,1,3,1,0,2066
Garfield County, NE,0,0,0,0,0,0,0,2035
Boyd County, NE,0,0,0,0,0,0,0,2032
Dolores County, CO,0,0,1,15,11,0,0,2029
Buffalo County, SD,0,0,0,0,0,0,0,2024
Judith Basin County, MT,0,0,2,0,1,3,0,2016
Dundy County, NE,0,0,0,0,0,0,0,1981
Gosper County, NE,0,0,0,5,25,1,1,1972
Steele County, ND,0,0,0,5,1,1,0,1960
Comanche County, KS,0,0,4,2,7,0,0,1955
Hodgeman County, KS,0,0,1,18,6,0,0,1950
Armstrong County, TX,0,0,1,14,11,3,0,1949
Gilliam County, OR,0,0,1,5,9,2,1,1947
Logan County, ND,0,0,0,2,19,1,0,1946
Meagher County, MT,0,0,3,2,19,1,0,1937
Deuel County, NE,0,0,1,5,21,0,0,1937
De Baca County, NM,0,0,8,9,6,1,0,1907
Garden County, NE,0,0,0,0,1,0,0,1902
Haakon County, SD,0,0,0,0,0,0,0,1894
Cheyenne County, CO,0,0,2,3,15,2,1,1890
Edwards County, TX,0,0,1,6,18,2,0,1884
Oliver County, ND,0,0,1,0,1,1,0,1874
Golden Valley County, ND,0,0,0,3,5,0,0,1823
Daniels County, MT,0,0,2,0,5,0,0,1791
Powder River County, MT,0,0,0,0,0,0,0,1748
Sherman County, OR,0,0,1,6,34,2,0,1731
Lane County, KS,1,0,3,3,7,4,1,1720
McCone County, MT,1,0,0,0,5,0,1,1709
Taliaferro County, GA,0,0,3,24,28,6,0,1703
Lake and Peninsula Borough, AK,0,0,0,0,0,0,0,1648
Irion County, TX,0,0,2,16,18,0,0,1612
Throckmorton County, TX,0,0,1,1,4,0,0,1600
Wallace County, KS,0,0,0,0,2,0,0,1569
Briscoe County, TX,0,0,0,0,2,1,0,1537
Piute County, UT,0,0,0,4,18,4,0,1510
Cottle County, TX,0,0,0,3,2,0,0,1452
Sully County, SD,0,0,0,0,1,0,0,1437
Stonewall County, TX,0,0,6,2,2,1,0,1432
Kiowa County, CO,0,0,2,0,0,1,0,1423
Rock County, NE,0,0,2,2,5,0,0,1411
Issaquena County, MS,0,0,0,0,0,0,0,1395
Hyde County, SD,0,0,0,0,0,0,0,1391
Wheeler County, OR,0,0,3,0,0,0,0,1381
Jackson County, CO,0,0,2,2,4,0,0,1365
Campbell County, SD,0,0,0,2,4,2,1,1334
Sioux County, NE,0,0,0,0,0,0,0,1313
Sheridan County, ND,0,0,0,6,28,3,0,1304
Greeley County, KS,0,0,0,1,3,0,0,1290
Garfield County, MT,0,0,0,1,0,0,0,1290
Foard County, TX,0,0,2,1,0,0,0,1277
Harding County, SD,0,0,1,0,0,0,0,1262
Glasscock County, TX,0,0,1,3,9,1,0,1251
Sterling County, TX,0,0,1,1,0,1,0,1219
Motley County, TX,0,0,0,10,15,1,0,1196
Prairie County, MT,0,0,2,0,4,2,0,1179
Carter County, MT,0,0,0,1,1,0,0,1174
Alpine County, CA,0,0,5,18,20,5,0,1159
Daggett County, UT,0,0,0,11,15,0,0,1127
Wibaux County, MT,0,0,0,2,1,0,0,1121
Camas County, ID,0,0,1,3,6,0,0,1042
Jones County, SD,0,0,0,0,0,0,0,1001
Hayes County, NE,0,0,0,0,0,0,0,976
Bristol Bay Borough, AK,0,0,1,5,32,7,0,960
Terrell County, TX,0,0,2,3,0,0,0,903
Billings County, ND,0,0,0,6,12,1,0,874
Clark County, ID,0,0,0,3,5,0,0,867
Golden Valley County, MT,0,0,2,2,1,0,0,859
Esmeralda County, NV,0,0,1,2,3,3,0,832
Roberts County, TX,0,0,4,1,13,3,0,831
Hinsdale County, CO,0,0,0,5,5,0,0,813
Kent County, TX,0,0,3,5,7,1,0,807
Keya Paha County, NE,0,0,0,0,0,0,0,790
McMullen County, TX,0,0,3,9,27,7,0,764
Logan County, NE,0,0,0,0,0,0,0,763
